,source,author,title,description,url,urlToImage,publishedAt,content
67,"{'id': 'reuters', 'name': 'Reuters'}",,Ghana expects $3 bln IMF loan approval early in 2023 - Reuters,"The International Monetary Fund (IMF) is poised to lend Ghana $3 billion as the African nation grapples with its worst economic crisis in a generation, Finance Minister Ken Ofori-Atta said on Tuesday.",https://www.reuters.com/world/africa/ghana-sees-imf-board-approval-3-bln-3-year-loan-early-2023-2022-12-13/,https://www.reuters.com/resizer/6lVWMWxeIiiyA5_BnJmfaWWjTrs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/CGL26IWEYZKARL3C343RWITIDM.jpg,2022-12-13T13:15:00Z,"ACCRA, Dec 13 (Reuters) - The International Monetary Fund (IMF) is poised to lend Ghana $3 billion as the African nation grapples with its worst economic crisis in a generation, Finance Minister Ken … [+3657 chars]"
68,"{'id': 'reuters', 'name': 'Reuters'}",,U.S. Energy Department to spend $3.7 billion on carbon removal - Reuters,The U.S. Department of Energy on Tuesday agreed to commit $3.7 billion to finance projects to remove planet-warming carbon from the atmosphere and meet the U.S. goal of net-zero greenhouse gas emissions by 2050.,https://www.reuters.com/business/sustainable-business/us-energy-department-spend-37-billion-carbon-removal-2022-12-13/,https://www.reuters.com/resizer/ldJzulo6x2dSc9gerYqEaFqJeps=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UA7WIRIC45OUBFYY6A6ZDKR5WA.jpg,2022-12-13T19:28:00Z,Dec 13 (Reuters) - The U.S. Department of Energy on Tuesday agreed to commit $3.7 billion to finance projects to remove planet-warming carbon from the atmosphere and meet the U.S. goal of net-zero gr… [+2046 chars]
69,"{'id': 'reuters', 'name': 'Reuters'}",,Germany sceptical of swift EU debt reform agreement - sources - Reuters,"Many questions remain unanswered on the topic of reforming European Union debt rules, German government sources said on Friday, dampening hopes for a swift agreement on the matter ahead of a meeting of finance ministers in Brussels next week.",https://www.reuters.com/markets/europe/germany-sceptical-swift-eu-debt-reform-agreement-sources-2022-12-02/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-12-02T14:59:00Z,"BERLIN, Dec 2 (Reuters) - Many questions remain unanswered on the topic of reforming European Union debt rules, German government sources said on Friday, dampening hopes for a swift agreement on the … [+784 chars]"
70,"{'id': 'reuters', 'name': 'Reuters'}",,Brazil's incoming FinMin Haddad says fiscal expansion won't help at the moment - Reuters Canada,"Brazil's incoming finance minister Fernando Haddad on Wednesday said fiscal expansion would not help the economy at the moment, downplaying market jitters on an expected spending boost starting next year.",https://www.reuters.com/world/americas/brazils-incoming-finmin-haddad-says-fiscal-expansion-wont-help-moment-2022-12-14/,https://www.reuters.com/resizer/khj3mQnG5pZSdMRel-OpWT06tRc=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/VX4SQTHKYFNDZAWYTSAFLI3IYE.jpg,2022-12-14T19:50:00Z,"BRASILIA, Dec 14 (Reuters) - Brazil's incoming finance minister Fernando Haddad on Wednesday said fiscal expansion would not help the economy at the moment, downplaying market jitters on an expected … [+1891 chars]"
71,"{'id': 'reuters', 'name': 'Reuters'}",,EU looks to win Hungary support for Ukraine aid in return for EU funds access - Reuters,European Union finance ministers will on Tuesday look to get Hungary's backing for 18 billion euros ($18.89 billion) of support for Ukraine for next year in exchange for access to EU money from its recovery fund as well as budget.,https://www.reuters.com/world/europe/eu-looks-win-hungary-support-ukraine-aid-return-eu-funds-access-2022-12-06/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-12-06T09:35:00Z,"BRUSSELS, Dec 6 (Reuters) - European Union finance ministers will on Tuesday look to get Hungary's backing for 18 billion euros ($18.89 billion) of support for Ukraine for next year in exchange for a… [+2112 chars]"
72,"{'id': 'reuters', 'name': 'Reuters'}",,"World Bank, partners launch tracking system to clean up carbon markets - Reuters",The World Bank and partners including Singapore on Wednesday launched a global tracking system to clean up the opaque market for carbon credits and help developing countries raise much-needed climate finance quickly and more cheaply.,https://www.reuters.com/markets/carbon/world-bank-partners-launch-tracking-system-clean-up-carbon-markets-2022-12-07/,https://www.reuters.com/resizer/JJX764YGJ_f-yJ9gEVIagPs3Ako=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/TDPXC6A275KUZE2236I57TCHYQ.jpg,2022-12-07T08:39:00Z,"LONDON, Dec 7 (Reuters) - The World Bank and partners including Singapore on Wednesday launched a global tracking system to clean up the opaque market for carbon credits and help developing countries… [+2865 chars]"
73,"{'id': 'reuters', 'name': 'Reuters'}",,Japan foreign reserves rise for first time in four months - Reuters.com,"Japan's foreign reserves rose in November for the first time in four months, the Ministry of Finance said on Wednesday, as the dollar's fall versus the euro and other currencies helped to boost valuation gains in the country's foreign assets.",https://www.reuters.com/markets/asia/japan-foreign-reserves-rise-first-time-four-months-2022-12-07/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=123,2022-12-07T01:22:53Z,"TOKYO, Dec 7 (Reuters) - Japan's foreign reserves rose in November for the first time in four months, the Ministry of Finance said on Wednesday, as the dollar's fall versus the euro and other currenc… [+559 chars]"
74,"{'id': 'reuters', 'name': 'Reuters'}",,Venture capitalists flock to blockchain firms in third quarter - Pitchbook - Reuters,"Decentralized finance (DeFi) and Web3 were the primary targets of early-stage startup funding from some of the top private investors in the third quarter, research firm Pitchbook said on Tuesday, even as overall venture capital investments declined.",https://www.reuters.com/technology/venture-capitalists-flock-blockchain-firms-third-quarter-pitchbook-2022-11-29/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-11-29T05:06:18Z,"Nov 29 (Reuters) - Decentralized finance (DeFi) and Web3 were the primary targets of early-stage startup funding from some of the top private investors in the third quarter, research firm Pitchbook s… [+1714 chars]"
75,"{'id': 'reuters', 'name': 'Reuters'}",,How business helped drive 'historic' agreement for nature at COP15 - Reuters.com,Spontaneous ovations at any high-level negotiations are rare and usually reserved for an impassioned intervention by a climate activist or conservation group. Finance Day at the COP15 biodiversity negotiations in Montreal was different.,https://www.reuters.com/business/sustainable-business/how-business-helped-drive-historic-agreement-nature-cop15-2022-12-21/,https://www.reuters.com/resizer/ShiYuyf-jOlxWqaFlTVYdumA3z0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/C55YWFSL2ROA5NN2PUSXJ5P5ZE.jpg,2022-12-21T15:07:00Z,December 21 - Spontaneous ovations at any high-level negotiations are rare and usually reserved for an impassioned intervention by a climate activist or conservation group. Finance Day at the COP15 b… [+10190 chars]
76,"{'id': 'reuters', 'name': 'Reuters'}",,World Bank to lend $500 million to help Brazil meet climate goals - Reuters,The World Bank´s board of directors approved late on Thursday a $500 million project in Brazil to expand sustainability-linked finance and strengthen the private sector’s capacity to access carbon credit markets and help the country curb deforestation.,https://www.reuters.com/business/environment/world-bank-lend-500-million-help-brazil-meet-climate-goals-2022-12-23/,https://www.reuters.com/resizer/C0EfuI9P4KnH9jxj7n_i56Vs0Ss=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/HRAIYN6H6VNLFGMBBVQEOZZYAU.jpg,2022-12-23T08:05:00Z,"SAO PAULO, Dec 23 (Reuters) - The World Bank´s board of directors approved late on Thursday a $500 million project in Brazil to expand sustainability-linked finance and strengthen the private sectors… [+2788 chars]"
77,"{'id': 'reuters', 'name': 'Reuters'}",,Canada posts C$174 mln deficit over first seven months of 2022/23 - Reuters Canada,"OTTAWA, Dec 23 (Reuters) - Canada recorded a C$174 million ($127.91 million) budget deficit for the first seven months of the 2022/23 fiscal year, partly due to higher debt charges, the finance ministry said on Friday.",https://www.reuters.com/world/americas/canada-posts-c174-mln-deficit-over-first-seven-months-202223-2022-12-23/,https://www.reuters.com/resizer/AXPtudz6dlaTkLKxRVHqua2eJDI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/WIG2XAFBCJO63NIDC2WF7TJUXA.jpg,2022-12-23T18:09:00Z,"OTTAWA, Dec 23 (Reuters) - Canada recorded a C$174 million ($127.91 million) budget deficit for the first seven months of the 2022/23 fiscal year, partly due to higher debt charges, the finance minis… [+1129 chars]"
78,"{'id': 'reuters', 'name': 'Reuters'}",,Indonesia to use excess budget cash to rein in 2023 borrowing - Reuters,"Indonesia will accumulate excess cash in this year's budget and use it to help reduce borrowing in 2023, when it expects to face market volatility and a weakening global economy, its finance minister said on Thursday.",https://www.reuters.com/markets/asia/indonesia-use-excess-budget-cash-rein-2023-borrowing-2022-11-24/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-11-24T09:17:00Z,"JAKARTA, Nov 24 (Reuters) - Indonesia will accumulate excess cash in this year's budget and use it to help reduce borrowing in 2023, when it expects to face market volatility and a weakening global e… [+1948 chars]"
79,"{'id': 'reuters', 'name': 'Reuters'}",,Thai economy may miss forecast next year as global growth slows -finmin - Reuters,"Thailand's economy may not reach a forecast growth of 3.8% next year due to a global economic slowdown, but this year's outlook should still be achieved, the finance minister said on Tuesday.",https://www.reuters.com/markets/asia/thai-economy-may-miss-forecast-next-year-global-growth-slows-finmin-2022-11-29/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-11-29T08:43:00Z,"BANGKOK, Nov 29 (Reuters) - Thailand's economy may not reach a forecast growth of 3.8% next year due to a global economic slowdown, but this year's outlook should still be achieved, the finance minis… [+1352 chars]"
80,"{'id': 'reuters', 'name': 'Reuters'}",,Israel cancels customs duties on South Korean industrial imports - Reuters,"Israel's finance minister on Sunday signed an order to eliminate customs duties on agricultural and industrial imports from South Korea, including on cars, as a new free trade agreement between the countries took effect.",https://www.reuters.com/business/israel-cancels-customs-duties-south-korean-industrial-imports-2022-12-04/,https://www.reuters.com/resizer/3MArPVJUvjLv0TQA-t1imNuN3Ec=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/VCEJT7T25BPTVICWLEZ6FY5PIA.jpg,2022-12-04T14:44:00Z,"JERUSALEM, Dec 4 (Reuters) - Israel's finance minister on Sunday signed an order to eliminate customs duties on agricultural and industrial imports from South Korea, including on cars, as a new free … [+590 chars]"
81,"{'id': 'reuters', 'name': 'Reuters'}",,UK's Hunt says public-sector pay restraint needed to tame inflation - Reuters.com,British finance minister Jeremy Hunt said on Friday that he did not wish to see pay rises for public-sector workers that might reduce the pace at which the government expects double-digit inflation to fall.,https://www.reuters.com/markets/europe/uks-hunt-says-public-sector-pay-restraint-needed-tame-inflation-2022-12-09/,https://www.reuters.com/resizer/IR-p8jtEEWYJYQ0WobADMoJnuJk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/MU33VCGBERNFTOFR4EHAEBSTWU.jpg,2022-12-09T12:23:00Z,"LONDON, Dec 9 (Reuters) - British finance minister Jeremy Hunt said on Friday that he did not wish to see pay rises for public-sector workers that might reduce the pace at which the government expect… [+469 chars]"
82,"{'id': 'reuters', 'name': 'Reuters'}",,Emerging markets November foreign inflows most since June 2021 - IIF - Reuters,"Foreigners dumped the most cash into emerging market portfolios in November than any month since June 2021 even as Chinese debt continues to see outflows, the Institute of International Finance (IIF) said on Thursday.",https://www.reuters.com/markets/emerging-markets-november-foreign-inflows-most-since-june-2021-iif-2022-12-08/,https://www.reuters.com/resizer/tnHB7sfG-MMT2DcxxPu-tVm-7IE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/HUX34P5I6RLLNH4RXLIAHDDQTE.jpg,2022-12-08T17:37:00Z,"Dec 8 (Reuters) - Foreigners dumped the most cash into emerging market portfolios in November than any month since June 2021 even as Chinese debt continues to see outflows, the Institute of Internati… [+1732 chars]"
83,"{'id': 'reuters', 'name': 'Reuters'}",,UK cannot take foreign bond buyers for granted: Treasury official - Reuters.com,"Britain cannot take for granted that foreign investors will have a strong appetite for its government debt, the finance ministry's top official, permanent secretary James Bowler, told lawmakers on Monday.",https://www.reuters.com/markets/rates-bonds/uk-cannot-take-foreign-bond-buyers-granted-treasury-official-2022-12-12/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=123,2022-12-12T16:03:00Z,"LONDON, Dec 12 (Reuters) - Britain cannot take for granted that foreign investors will have a strong appetite for its government debt, the finance ministry's top official, permanent secretary James B… [+735 chars]"
84,"{'id': 'reuters', 'name': 'Reuters'}",,"Japan Nov exports up 20% yr/yr, overwhelmed by hefty imports -MOF - Reuters","Japan's exports rose 20% in November from a year earlier but imports outpaced shipments, resulting in a 16th straight month of trade deficits, Ministry of Finance (MOF) data showed on Thursday.",https://www.reuters.com/markets/asia/japan-nov-exports-up-20-yryr-overwhelmed-by-hefty-imports-mof-2022-12-15/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=124,2022-12-15T00:07:42Z,"TOKYO, Dec 15 (Reuters) - Japan's exports rose 20% in November from a year earlier but imports outpaced shipments, resulting in a 16th straight month of trade deficits, Ministry of Finance (MOF) data… [+659 chars]"
85,"{'id': 'reuters', 'name': 'Reuters'}",,"Greek Jan-Nov primary budget deficit beats target, tax revenues help - Reuters","Greece's central government reported a lower-than-expected primary budget deficit in the first 11 months of the year as tax revenues slightly beat initial estimates, finance ministry data showed on Thursday.",https://www.reuters.com/markets/europe/greek-jan-nov-primary-budget-deficit-1126-bln-euros-beats-target-2022-12-15/,https://www.reuters.com/resizer/2rMD9ns56nv6FwV4q_lOuCB6eZs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/BRZMVQZZYFIDDIMZFP3JVNNAN4.jpg,2022-12-15T11:25:00Z,"ATHENS, Dec 15 (Reuters) - Greece's central government reported a lower-than-expected primary budget deficit in the first 11 months of the year as tax revenues slightly beat initial estimates, financ… [+1011 chars]"
86,"{'id': 'reuters', 'name': 'Reuters'}",,"Thai economy in recovery, bolstered by tourists, minister says - Reuters","Thailand's economy is still on the recovery path and should grow 3.4% this year and 3.8% next year, supported by a rebound in its vital tourism sector, the finance minister said on Wednesday.",https://www.reuters.com/markets/asia/thai-economy-recovery-bolstered-by-tourists-minister-says-2022-12-14/,https://www.reuters.com/resizer/JnR1-tvgzKKChcGWgTdSb2vqD0w=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UO6EDNWMKBNMXLPTUMIMMRLRUA.jpg,2022-12-14T12:49:00Z,"BANGKOK, Dec 14 (Reuters) - Thailand's economy is still on the recovery path and should grow 3.4% this year and 3.8% next year, supported by a rebound in its vital tourism sector, the finance ministe… [+1124 chars]"
87,"{'id': 'reuters', 'name': 'Reuters'}",,World Bank's IFC sees 'huge' potential to boost investment in Africa - Reuters,"The World Bank's private investment arm sees huge potential to boost investment in Africa and help support entrepreneurship and digital transformation on the continent, top officials with the International Finance Corp (IFC) said.",https://www.reuters.com/world/africa/world-banks-ifc-sees-huge-potential-boost-investment-africa-2022-12-16/,https://www.reuters.com/resizer/6UgUoxONYxayLYLnsnZGxe_I568=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QQVOJ6GCUZNPBLYBNWO2W2OTZY.jpg,2022-12-16T19:10:00Z,"WASHINGTON, Dec 16 (Reuters) - The World Bank's private investment arm sees huge potential to boost investment in Africa and help support entrepreneurship and digital transformation on the continent,… [+2377 chars]"
88,"{'id': 'reuters', 'name': 'Reuters'}",,Luxembourg authorises some frozen Russian assets to be unblocked - Reuters.com,Luxembourg's finance ministry on Tuesday said it had authorised the release of certain frozen funds or economic resources held at the Clearstream settlement house by Russia's National Settlement Depository (NSD).,https://www.reuters.com/world/europe/luxembourg-authorises-some-frozen-russian-assets-be-unblocked-2022-12-20/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=124,2022-12-20T18:21:00Z,"MOSCOW, Dec 20 (Reuters) - Luxembourg's finance ministry on Tuesday said it had authorised the release of certain frozen funds or economic resources held at the Clearstream settlement house by Russia… [+1906 chars]"
89,"{'id': 'reuters', 'name': 'Reuters'}",,UK names ex-Fed official Kroszner to BoE's Financial Policy ... - Reuters.com,"Former U.S. Federal Reserve official Randall Kroszner will join the Bank of England's Financial Policy Committee for a three-year term starting in February 2023, Britain's finance ministry said on Wednesday.",https://www.reuters.com/markets/europe/uk-names-ex-fed-official-kroszner-boes-financial-policy-committee-2022-12-21/,https://www.reuters.com/resizer/Km8hZfsTaYJ4G5Yh0ff4fsH64sg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/U6HXJ4YGXFNVZKSOXVYZJPRJSA.jpg,2022-12-21T14:29:00Z,"LONDON, Dec 21 (Reuters) - Former U.S. Federal Reserve official Randall Kroszner will join the Bank of England's Financial Policy Committee for a three-year term starting in February 2023, Britain's … [+483 chars]"
90,"{'id': 'reuters', 'name': 'Reuters'}",,Ghana again extends domestic debt exchange registration deadline - Reuters,"Ghana has further extended the deadline to register for its domestic debt exchange to Jan. 16 in order to ""secure internal approvals"" from the financial sector, the Finance Ministry said in a statement late on Saturday.",https://www.reuters.com/world/africa/ghana-again-extends-domestic-debt-exchange-registration-deadline-2022-12-25/,https://www.reuters.com/resizer/9IhltdEr7qglPZ1DmziVxQ-qyiU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/TNUFZSJVAFIWBGPJVBHQEIKI3Q.jpg,2022-12-25T10:40:00Z,"ACCRA, Dec 24 (Reuters) - Ghana has further extended the deadline to register for its domestic debt exchange to Jan. 16 in order to ""secure internal approvals"" from the financial sector, the Finance … [+1986 chars]"
91,"{'id': 'reuters', 'name': 'Reuters'}",,"Brazil's Lula to announce his economic team soon, aide says - Reuters","Brazil's President-elect Luiz Inacio Lula da Silva is expected to announce his economic team in the coming days, a close aide said on Monday, as speculation grows on who will be the country's next finance minister.",https://www.reuters.com/world/americas/brazils-lula-announce-his-economic-team-soon-aide-says-2022-11-28/,https://www.reuters.com/resizer/T9te7Gq96g1WOg1D2zWNBsVf0lg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/422S5QSQRNPDTAT5FSSNTVMAZY.jpg,2022-11-28T15:47:00Z,"BRASILIA, Nov 28 (Reuters) - Brazil's President-elect Luiz Inacio Lula da Silva is expected to announce his economic team in the coming days, a close aide said on Monday, as speculation grows on who … [+1285 chars]"
92,"{'id': 'reuters', 'name': 'Reuters'}",,Russian parliament receives documents on Kudrin leaving Audit Chamber - RIA - Reuters,"Former Russian finance minister Alexei Kudrin is set to step down as head of the country's Audit Chamber, according to documents submitted to Russia's upper house of parliament, the RIA Novosti news agency reported on Tuesday.",https://www.reuters.com/world/europe/russian-parliament-receives-documents-kudrin-leaving-audit-chamber-ria-2022-11-29/,https://www.reuters.com/resizer/TznmIhFpe-0_MpcAP9KFGuUhLdE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/PA7IYZAULBIDRBLXBBEBDXIJQM.jpg,2022-11-29T06:28:00Z,"Nov 29 (Reuters) - Former Russian finance minister Alexei Kudrin is set to step down as head of the country's Audit Chamber, according to documents submitted to Russia's upper house of parliament, th… [+358 chars]"
93,"{'id': 'reuters', 'name': 'Reuters'}",,German FinMin: need stability and growth for sustainable public finances - Reuters.com,"Economic stability and growth are both crucial for delivering sustainable public finances, German Finance Minister Christian Lindner told a news conference ahead of talks with his French counterpart on Thursday.",https://www.reuters.com/markets/europe/german-finmin-need-stability-growth-sustainable-public-finances-2022-11-24/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-11-24T16:47:00Z,"PARIS, Nov 24 (Reuters) - Economic stability and growth are both crucial for delivering sustainable public finances, German Finance Minister Christian Lindner told a news conference ahead of talks wi… [+521 chars]"
94,"{'id': 'reuters', 'name': 'Reuters'}",,'Immoral' for Hungary to hold up EU financing deal for Ukraine -Lithuania - Reuters,"It is ""immoral"" for Hungary to hold up a European Union deal on 2023 financing for Ukraine to extract approval for Budapest's recovery plan and billions from the EU budget, Lithuanian Finance Minister Gintare Skaiste told Reuters on Monday.",https://www.reuters.com/markets/europe/immoral-hungary-hold-up-eu-financing-deal-ukraine-lithuania-2022-12-05/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-12-05T17:55:00Z,"BRUSSELS, Dec 5 (Reuters) - It is ""immoral"" for Hungary to hold up a European Union deal on 2023 financing for Ukraine to extract approval for Budapest's recovery plan and billions from the EU budget… [+2706 chars]"
95,"{'id': 'reuters', 'name': 'Reuters'}",,EU regulators tweak state aid rules to boost broadband rollout - Reuters.com,"EU competition regulators have revised state aid rules to make it easier for European Union countries to finance the rollout of fast-speed broadband, key to achieving the bloc's ambitious digital and green goals.",https://www.reuters.com/technology/eu-regulators-tweak-state-aid-rules-boost-broadband-rollout-2022-12-12/,https://www.reuters.com/resizer/EdXBp-3aSK1l5ngaXz6NkKpve_0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/YOI2PO6MGFP33DMTWUGN66UPAY.jpg,2022-12-12T12:26:00Z,"BRUSSELS, Dec 12 (Reuters) - EU competition regulators have revised state aid rules to make it easier for European Union countries to finance the rollout of fast-speed broadband, key to achieving the… [+1272 chars]"
96,"{'id': 'reuters', 'name': 'Reuters'}",,UK government expects to recoup Bulb energy bailout cost - Reuters.com,"Britain's government expects to recoup fully the cost to the public purse from the collapse of energy supplier Bulb, but cannot say how many years this will take, the Treasury's finance director, Phil Duffy, told lawmakers on Monday.",https://www.reuters.com/world/uk/uk-government-expects-recoup-bulb-energy-bailout-cost-2022-12-12/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=123,2022-12-12T17:10:00Z,"LONDON, Dec 12 (Reuters) - Britain's government expects to recoup fully the cost to the public purse from the collapse of energy supplier Bulb, but cannot say how many years this will take, the Treas… [+646 chars]"
97,"{'id': 'reuters', 'name': 'Reuters'}",,"Japan corporate capex up, record recurring profits for Q3 - Reuters.com","Japanese companies raised spending on plant and equipment in the July-September quarter, Ministry of Finance data showed on Thursday, in a sign business investment remains resilient and a boost to recovery from a COVID-19 induced downturn.",https://www.reuters.com/markets/asia/japan-corporate-capex-up-record-recurring-profits-q3-2022-12-01/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=122,2022-12-01T00:55:00Z,"TOKYO, Dec 1 (Reuters) - Japanese companies raised spending on plant and equipment in the July-September quarter, Ministry of Finance data showed on Thursday, in a sign business investment remains re… [+1490 chars]"
98,"{'id': 'reuters', 'name': 'Reuters'}",,New litigation funding firm launches in New York - Reuters,"A new litigation finance firm has set up shop in New York, becoming the latest player to seek out a piece of the growing market for investing in potentially lucrative legal disputes.",https://www.reuters.com/legal/legalindustry/new-litigation-funding-firm-launches-new-york-2022-12-13/,https://www.reuters.com/resizer/8af6H64F0BMniUeGjq0qIaD_fAc=/728x381/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/7PQ6VDQOQJKZZKFNCWERHV5KHM.jpg,2022-12-13T21:17:00Z,"(Reuters) - A new litigation finance firm has set up shop in New York, becoming the latest player to seek out a piece of the growing market for investing in potentially lucrative legal disputes.
The… [+2734 chars]"
99,"{'id': 'reuters', 'name': 'Reuters'}",,Greece to tap oil refineries levy to fund food allowance for households - Reuters,"Greece expects to raise around 650 million euros ($690.82 million) from a windfall tax on its two oil refineries this fiscal year and use the proceeds to help households with their monthly food expenses, its finance minister said on Monday.",https://www.reuters.com/business/energy/greece-tap-oil-refineries-levy-fund-food-allowance-households-2022-12-19/,https://www.reuters.com/resizer/LRsAYVnj6mnzaF-sBY8XW7BfLvk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/2NZE5DAHXBNYJINWWZH7LGPN74.jpg,2022-12-19T07:42:00Z,"ATHENS, Dec 19 (Reuters) - Greece expects to raise around 650 million euros ($690.82 million) from a windfall tax on its two oil refineries this fiscal year and use the proceeds to help households wi… [+1034 chars]"
